"id","name","est_diameter_min","est_diameter_max","relative_velocity","miss_distance","orbiting_body","sentry_object","absolute_magnitude","hazardous"
54053779,"(2020 RN1)",0.0242412481,0.0542050786,77464.167793456,63009155.6030508,"Earth","False",25.2,"False"
3603124,"(2012 HG31)",0.4411182,0.9863702813,37194.2640706522,10707907.4527465,"Earth","False",18.9,"True"
2446791,"446791 (1998 SJ70)",0.5815070396,1.30028927,66791.2061479154,14721869.4198311,"Earth","False",18.3,"True"
2143651,"143651 (2003 QO104)",1.6926024946,3.7847742368,37511.2126080371,14138107.5044929,"Earth","False",15.98,"True"
2438017,"438017 (2003 YO3)",0.5064714588,1.1325046106,66844.5531370981,42341792.454574,"Earth","False",18.6,"False"
3757411,"(2016 PZ39)",0.3503926411,0.7835017643,90212.804382654,2710621.117474,"Earth","False",19.4,"True"
54240405,"(2022 BO3)",0.0708851033,0.1585039096,73796.6189274473,10901132.100781,"Earth","False",22.87,"False"
54196368,"(2021 RU12)",0.1254743564,0.2805691903,76409.609212957,36630807.1800768,"Earth","False",21.63,"True"
3409963,"(2008 JE)",0.0183888672,0.0411187571,62101.9614538109,70273951.1819717,"Earth","False",25.8,"False"
3762886,"(2016 UF101)",0.1160259082,0.2594418179,56570.4760710406,36727732.4628381,"Earth","False",21.8,"True"
54105486,"(2021 AD5)",0.0058150704,0.0130028927,30134.7244521536,24025458.7472587,"Earth","False",28.3,"False"
3825044,"(2018 KE3)",0.3669061375,0.8204270649,23929.1927663561,32202046.0584134,"Earth","False",19.3,"False"
54054747,"(2020 TF)",0.1214940408,0.2716689341,51196.7836912295,7433866.13990541,"Earth","False",21.7,"True"
2005693,"5693 (1993 EA)",1.1872849879,2.6548499417,115951.399370942,66751472.6265825,"Earth","False",16.75,"True"
3825086,"(2018 LK)",0.1187284988,0.2654849942,80399.0452425761,57943651.6426406,"Earth","False",21.75,"True"
2503966,"503966 (2004 RX109)",0.6376097899,1.4257388333,112359.571529427,63354427.8011664,"Earth","False",18.1,"False"
3755937,"(2016 NR55)",0.0483676488,0.1081533507,30435.4341095522,9609181.72275095,"Earth","False",23.7,"False"
3771606,"(2017 FX)",0.0667659413,0.1492931834,71497.7556292814,12755893.481732,"Earth","False",23,"False"
3476772,"(2009 VR44)",0.02658,0.0594346868,35388.3785184911,5665954.10157868,"Earth","False",25,"False"
3838267,"(2019 CM5)",0.0071540995,0.0159970528,58973.7526866634,51351421.1895427,"Earth","False",27.85,"False"
54213615,"(2021 UB4)",0.0271991277,0.0608190985,19427.4863780379,16950295.3581623,"Earth","False",24.95,"False"
3796292,"(2017 YS8)",0.3051792326,0.6824015094,58332.3023229772,62543868.9475616,"Earth","False",19.7,"True"
2232691,"232691 (2004 AR1)",0.2809020939,0.6281161771,68112.6459622531,42271264.5238027,"Earth","False",19.88,"True"
3709711,"(2015 BP515)",0.1623883902,0.3631114793,39299.689291,74025826.4622113,"Earth","False",21.07,"True"
2026760,"26760 (2001 KP41)",2.2832579402,5.1055199644,23636.5205344461,42269311.0448966,"Earth","False",15.33,"False"
3836884,"(2018 XW3)",0.0139493823,0.0311917671,45987.5713382845,2108360.5728024,"Earth","False",26.4,"False"
54194337,"(2021 RK5)",0.0337718597,0.0755161741,44687.851941281,26679320.5030422,"Earth","False",24.48,"False"
3726014,"(2015 PR228)",0.2914439045,0.6516883822,105134.861785873,72106677.0360283,"Earth","False",19.8,"True"
2153201,"153201 (2000 WO107)",0.3602093458,0.8054525833,78427.9466073868,28365959.2199923,"Earth","False",19.34,"True"
3297204,"(2005 UF3)",0.1160259082,0.2594418179,52412.5211937934,35612681.4164851,"Earth","False",21.8,"False"
54235524,"(2022 AO1)",0.0031956189,0.007145621,50699.9201593154,347610.263225757,"Earth","False",29.6,"False"
3837915,"(2019 BF)",0.0667659413,0.1492931834,49307.4488104409,23527241.2772041,"Earth","False",23,"False"
3465716,"(2009 PA3)",0.0231502122,0.0517654482,46135.7755147458,1506635.82786199,"Earth","False",25.3,"False"
3619735,"(2012 XQ55)",0.0667659413,0.1492931834,23184.3837273465,5389792.51409449,"Earth","False",23,"False"
2162120,"162120 (1998 SH36)",0.2111324448,0.4721064988,38369.1534309932,46781763.4383095,"Earth","False",20.5,"True"
3335424,"(2006 LK)",0.3051792326,0.6824015094,70856.6198815494,56835496.1455476,"Earth","False",19.7,"True"
3836975,"(2018 YB1)",0.2503542548,0.5598091321,22920.9075420372,62081141.4329149,"Earth","False",20.13,"False"
54106086,"(2021 AN7)",0.1838886721,0.411187571,31925.7768906314,64611291.6892438,"Earth","False",20.8,"False"
3878598,"(2019 TW3)",0.0921626549,0.2060819612,9244.5996309827,59215361.0997443,"Earth","False",22.3,"False"
3024714,"(1999 XK136)",0.2053784995,0.459240286,71512.1453737566,8058340.33765522,"Earth","False",20.56,"True"
2528804,"528804 (2009 BJ58)",0.4212646106,0.9419763057,60832.7699090962,34550248.518706,"Earth","False",19,"True"
2375054,"375054 (2007 PF6)",0.1822027706,0.4074177807,101172.149434322,70528206.1959255,"Earth","False",20.82,"True"
2259221,"259221 (2003 BA21)",0.3771854893,0.8434123941,137771.775619462,43432147.9443864,"Earth","False",19.24,"False"
2053426,"53426 (1999 SL5)",0.9344476509,2.0894884689,50149.9038214184,58859961.6494223,"Earth","False",17.27,"True"
2451124,"451124 (2009 KC3)",0.6676594135,1.4929318344,42516.7199932792,7309031.96827564,"Earth","False",18,"True"
3279464,"(2005 LV7)",0.4212646106,0.9419763057,43786.0060696894,33606311.5552016,"Earth","False",19,"False"
54087574,"(2020 VM1)",0.1838886721,0.411187571,106120.164269852,28157094.279207,"Earth","False",20.8,"True"
54110047,"(2021 BS3)",0.0481454197,0.1076564312,61967.7982529089,33266877.5785205,"Earth","False",23.71,"False"
3893637,"(2019 VF6)",0.152249185,0.3404395273,41884.2592110112,22243995.1465215,"Earth","False",21.21,"True"
3791289,"(2017 XL2)",0.1460679643,0.3266178974,55542.6458928828,57353547.3012069,"Earth","False",21.3,"True"
3596848,"(2012 BM86)",0.1118291378,0.250057554,66222.521742281,8961050.65639167,"Earth","False",21.88,"True"
2523816,"523816 (2009 ST103)",0.6376097899,1.4257388333,96505.8631169054,59726408.0532106,"Earth","False",18.1,"True"
3631991,"(2013 EQ41)",0.0211132445,0.0472106499,58412.3325717215,41745369.6526236,"Earth","False",25.5,"False"
3893391,"(2019 WE1)",0.0291443905,0.0651688382,56115.3925153616,6270847.13492845,"Earth","False",24.8,"False"
2417634,"417634 (2006 XG1)",0.5303407233,1.1858779086,83610.3080935339,66916781.7735226,"Earth","False",18.5,"True"
3432704,"(2008 UT2)",0.0253837029,0.0567596853,39324.3252140794,4092525.17344824,"Earth","False",25.1,"False"
3661493,"(2014 CD13)",0.1460679643,0.3266178974,76445.1714569155,65547834.0001146,"Earth","False",21.3,"True"
3774728,"(2017 KZ4)",0.1925550782,0.4305662442,90609.633376492,65694562.2688125,"Earth","False",20.7,"True"
3727661,"(2015 RV83)",0.1272198785,0.2844722965,14733.1987030553,33859089.649224,"Earth","False",21.6,"False"
3063058,"(2000 WC1)",0.096506147,0.2157943048,50937.429742942,49786392.4211693,"Earth","False",22.2,"True"
3177237,"(2004 FY31)",0.1108038821,0.2477650126,41562.8242523438,4642570.9302829,"Earth","False",21.9,"True"
2613714,"613714 (2007 DL41)",0.1822027706,0.4074177807,37998.9156856561,29145169.5706624,"Earth","False",20.82,"True"
2506491,"506491 (2003 UW29)",0.2016299194,0.4508582062,115899.180498206,15101017.1430611,"Earth","False",20.6,"True"
3798985,"(2018 BT6)",0.1460679643,0.3266178974,125015.753388183,33625039.4881501,"Earth","False",21.3,"True"
54017214,"(2020 KD4)",0.0146067964,0.0326617897,34730.7926261878,23758574.7858381,"Earth","False",26.3,"False"
3788141,"(2017 UC43)",0.04411182,0.0986370281,31764.6400670774,22129513.1175761,"Earth","False",23.9,"False"
3132128,"(2002 PR1)",0.1108038821,0.2477650126,35554.0525577546,9444291.37504786,"Earth","False",21.9,"True"
2399774,"399774 (2005 NB7)",0.5158874663,1.1535594433,38669.5533153359,6316077.12341616,"Earth","False",18.56,"True"
3645034,"(2013 NR13)",0.0192555078,0.0430566244,35869.323720728,3235941.45803335,"Earth","False",25.7,"False"
3989098,"(2020 BS5)",0.0699125232,0.1563291544,7751.7698291505,33613641.5965152,"Earth","False",22.9,"False"
2221980,"221980 (1996 EO)",0.4212646106,0.9419763057,85612.9275653105,54255472.472605,"Earth","False",19,"True"
3836249,"(2018 WA)",0.0110803882,0.0247765013,30549.661877873,72956368.5082961,"Earth","False",26.9,"False"
3844014,"(2019 SZ2)",0.2914439045,0.6516883822,42526.4414956812,44055383.9205663,"Earth","False",19.8,"False"
3797451,"(2018 AG2)",0.2887719308,0.6457136672,67735.0732104914,32349397.806154,"Earth","False",19.82,"False"
3655972,"(2014 AJ51)",0.040230458,0.0899580388,39127.1518793185,10590653.6146267,"Earth","False",24.1,"False"
3353656,"(2006 RA55)",0.3080030213,0.6887156928,12316.7131823786,49192713.9173451,"Earth","False",19.68,"False"
3014110,"(1998 SU4)",0.1460679643,0.3266178974,74776.8011274875,40945081.7250196,"Earth","False",21.3,"True"
54216343,"(2021 VQ3)",0.0155079709,0.0346768771,37587.2761625713,4049006.25547802,"Earth","False",26.17,"False"
3703261,"(2014 YQ42)",0.0699125232,0.1563291544,11821.6112978823,30570788.8918112,"Earth","False",22.9,"False"
3747355,"(2016 EJ158)",0.0183888672,0.0411187571,28292.1332364897,8953158.11212706,"Earth","False",25.8,"False"
3541505,"(2010 PJ)",0.1160259082,0.2594418179,64898.838425219,13180761.3807903,"Earth","False",21.8,"False"
54198198,"(2021 SD)",0.0106305314,0.023770591,75079.737318263,63306395.5453778,"Earth","False",26.99,"False"
3626734,"(2013 CM118)",0.0231502122,0.0517654482,27533.2830907513,65445682.7551215,"Earth","False",25.3,"False"
2612780,"612780 (2004 MD)",0.2412986969,0.5395602892,44357.5974108769,3241033.87424666,"Earth","False",20.21,"True"
3404782,"(2008 EW5)",0.040230458,0.0899580388,15910.7117406733,16567566.2320049,"Earth","False",24.1,"False"
3545975,"(2010 RO80)",0.0319561887,0.0714562102,47325.5846993927,7724623.93172635,"Earth","False",24.6,"False"
3251885,"(2004 RQ109)",0.2016299194,0.4508582062,41722.6518773338,48846434.9106047,"Earth","False",20.6,"False"
3620864,"(2012 XB133)",0.0253837029,0.0567596853,51084.1972584648,31496005.7612956,"Earth","False",25.1,"False"
3682230,"(2014 QC3)",0.2016299194,0.4508582062,68186.4913857251,43174730.5511392,"Earth","False",20.6,"True"
54165395,"(2021 MB2)",0.1401376972,0.3133574171,36473.1910608661,65784740.8970738,"Earth","False",21.39,"True"
3574344,"(2011 OV18)",0.3051792326,0.6824015094,60645.2155867602,60951752.1338325,"Earth","False",19.7,"True"
3722209,"(2015 MO66)",0.2538370294,0.5675968529,88140.8248215696,72668698.1921152,"Earth","False",20.1,"False"
54054358,"(2020 RM7)",0.0116025908,0.0259441818,63167.8198297957,656134.597283643,"Earth","False",26.8,"False"
2277475,"277475 (2005 WK4)",0.2658,0.5943468684,73588.7266634981,61438126.5239509,"Earth","False",20,"True"
3404125,"(2008 DW)",0.1307841086,0.2924421572,13037.4259885129,41735302.6883587,"Earth","False",21.54,"False"
3680895,"(2014 OF392)",0.0211132445,0.0472106499,51481.0066469936,4285117.27680901,"Earth","False",25.5,"False"
54104720,"(2021 AA2)",0.0138214936,0.0309057992,30734.9955735874,2609638.21688577,"Earth","False",26.42,"False"
2504680,"504680 (2009 EO2)",0.2914439045,0.6516883822,37668.1449348734,29862548.7131358,"Earth","False",19.8,"True"
3557481,"(2011 BO59)",0.1487835705,0.3326901775,47169.9804800988,29986512.9731515,"Earth","False",21.26,"True"
54179304,"(2021 PH4)",0.1529519353,0.3420109247,69304.6737030388,40045088.8815113,"Earth","False",21.2,"True"
2274855,"274855 (2009 RB4)",0.5527833794,1.2360612132,14143.7547437078,58070487.7329667,"Earth","False",18.41,"False"
3727640,"(2015 SA)",0.0231502122,0.0517654482,51029.4274883795,57022685.8509487,"Earth","False",25.3,"False"
3454525,"(2009 FQ)",0.0192555078,0.0430566244,24080.9091099432,5874492.36549529,"Earth","False",25.7,"False"
3825006,"(2018 KQ1)",0.0530340723,0.1185877909,40245.8773334828,12151478.3088583,"Earth","False",23.5,"False"
2361754,"361754 (2007 YV29)",0.4004561582,0.8954471917,40775.8486367246,67883789.1819861,"Earth","False",19.11,"True"
3256324,"(2004 TG10)",0.3503926411,0.7835017643,59866.3807105338,66301815.2235213,"Earth","False",19.4,"True"
3114075,"(2002 DO3)",0.1058168859,0.2366137501,35630.1310516649,7736343.50366109,"Earth","False",22,"True"
3772390,"(2017 FX64)",0.2538370294,0.5675968529,85442.1477413774,46484924.0891588,"Earth","False",20.1,"False"
54054529,"(2020 SL2)",0.0160160338,0.0358129403,63350.9438852916,4606803.59050439,"Earth","False",26.1,"False"
3486120,"(2010 BQ)",0.2424124811,0.5420507863,75390.2971035109,26622415.597584,"Earth","False",20.2,"False"
3836285,"(2018 WW)",0.0608912622,0.1361570015,47966.729934083,12536542.0743347,"Earth","False",23.2,"False"
2518463,"518463 (2005 JY80)",1.1029478453,2.4662663578,47514.2171980867,73462225.0439844,"Earth","False",16.91,"False"
3788039,"(2017 UV5)",0.1394938229,0.3119176705,26971.9884828774,55424673.8339565,"Earth","False",21.4,"False"
54087425,"(2020 VP)",0.0350392641,0.0783501764,68501.3522526864,55998870.5063662,"Earth","False",24.4,"False"
3414394,"(2008 MP1)",0.1108038821,0.2477650126,44127.2224605168,8179537.09691508,"Earth","False",21.9,"True"
2007335,"7335 (1989 JA)",0.7916896669,1.7702719124,85844.113211012,61204736.8673927,"Earth","False",17.63,"True"
54215214,"(2021 VN)",0.0108281678,0.0242125192,37642.2244590845,2323023.91206915,"Earth","False",26.95,"False"
3616695,"(2012 VL6)",0.1838886721,0.411187571,51708.2854065822,39124185.8012465,"Earth","False",20.8,"True"
3752433,"(2016 HF3)",0.0319561887,0.0714562102,57196.0770740604,47958871.2565275,"Earth","False",24.6,"False"
3306402,"(2005 XL4)",0.0732073989,0.1636967205,25373.8611526612,32017303.6993666,"Earth","False",22.8,"False"
3564247,"(2011 HN24)",0.0076657557,0.0171411509,22621.1338770793,616215.542617955,"Earth","False",27.7,"False"
3741559,"(2016 CK29)",0.0183888672,0.0411187571,26635.9156064788,5937702.37238043,"Earth","False",25.8,"False"
3125005,"(2002 JQ9)",0.3771854893,0.8434123941,58860.6972317615,8373910.25267692,"Earth","False",19.24,"True"
54017205,"(2020 KZ3)",0.0152951935,0.0342010925,56460.1147794806,51904075.9930692,"Earth","False",26.2,"False"
2474158,"474158 (1999 FA)",0.1979497587,0.4426291165,28518.1857796302,19473793.2515287,"Earth","False",20.64,"True"
54206537,"(2021 TZ7)",0.0844413128,0.1888165155,76936.8611516699,20724182.0800392,"Earth","False",22.49,"False"
3745899,"(2016 EL56)",0.160160338,0.358129403,148000.823350116,58669927.1161265,"Earth","False",21.1,"True"
3102743,"(2002 AT4)",0.1529519353,0.3420109247,22911.9786153452,9760786.3284987,"Earth","False",21.2,"True"
3633051,"(2013 FA8)",0.1638909515,0.3664713084,52418.6360155858,42447341.1419937,"Earth","False",21.05,"True"
54100626,"(2020 YK)",0.1160259082,0.2594418179,90818.0757169783,65081403.4893918,"Earth","False",21.8,"False"
2529920,"529920 (2010 TL117)",0.3669061375,0.8204270649,46746.5522374487,59176629.4781718,"Earth","False",19.3,"False"
2499582,"499582 (2010 TH19)",0.2101623793,0.4699373665,47582.3449492423,45240944.6168308,"Earth","False",20.51,"True"
3838129,"(2019 CU1)",0.1394938229,0.3119176705,90511.7917911138,69765105.5611625,"Earth","False",21.4,"True"
2205378,"205378 (2001 BJ16)",0.4411182,0.9863702813,39025.8309437377,37942821.1457181,"Earth","False",18.9,"False"
3512277,"(2010 FM)",0.0101054342,0.0225964377,51617.7090048139,60434577.8311285,"Earth","False",27.1,"False"
3553283,"(2010 XC25)",0.1756123185,0.3926810818,37159.8468014344,24869789.8436085,"Earth","False",20.9,"True"
2013651,"13651 (1997 BR)",0.7287104149,1.6294460236,66444.5253277987,46989410.4130764,"Earth","False",17.81,"True"
54257289,"(2022 FA)",0.0099209892,0.0221840062,36581.584320302,188527.319795851,"Earth","False",27.14,"False"
3825650,"(2018 NG4)",0.1010543415,0.2259643771,71695.5603233231,8972034.23672558,"Earth","False",22.1,"False"
2456938,"456938 (2007 YV56)",0.1669379118,0.3732845187,104736.097238149,49187139.4967947,"Earth","False",21.01,"True"
2065679,"65679 (1989 UQ)",0.3408434689,0.7621491661,68951.281877806,57168004.5935556,"Earth","False",19.46,"True"
3797912,"(2018 BH5)",0.0242412481,0.0542050786,60419.9738402852,32398680.5505379,"Earth","False",25.2,"False"
2594913,"594913 'Aylo'chaxnim (2020 AV2)",1.5224918504,3.4043952726,44991.3477629016,74705467.2980091,"Earth","False",16.21,"False"
3542519,"(2010 PK9)",0.1160259082,0.2594418179,51785.5820728266,18937122.8607333,"Earth","False",21.8,"True"
3654520,"(2013 XA22)",0.0699125232,0.1563291544,27506.6706490776,2143234.51410127,"Earth","False",22.9,"False"
3892653,"(2019 VD2)",0.1394938229,0.3119176705,109945.684141737,13171858.6619488,"Earth","False",21.4,"True"
3775715,"(2017 MD1)",0.0319561887,0.0714562102,52743.9361231757,4535512.86019397,"Earth","False",24.6,"False"
54017545,"(2020 LG2)",0.1058168859,0.2366137501,37363.255552143,9395060.76552168,"Earth","False",22,"True"
54016638,"(2020 HT2)",0.0880146521,0.1968067451,29648.743413852,10107912.8819716,"Earth","False",22.4,"False"
2483989,"483989 (2006 CY10)",0.2111324448,0.4721064988,37925.7219511333,21786317.7118909,"Earth","False",20.5,"True"
3428697,"(2008 TC)",0.0483676488,0.1081533507,34474.6788491104,15829076.4215489,"Earth","False",23.7,"False"
3836888,"(2018 XY3)",0.2996090839,0.6699462782,88564.5439714346,50364891.5283203,"Earth","False",19.74,"True"
3781649,"(2017 RN17)",0.1214940408,0.2716689341,79083.6241297223,57853260.7050822,"Earth","False",21.7,"False"
3388412,"(2007 TG25)",0.4555698523,1.0186851583,6397.09577184,61527958.638666,"Earth","False",18.83,"False"
54016715,"(2020 HV4)",0.0506471459,0.1132504611,50197.1599621397,29652533.0655344,"Earth","False",23.6,"False"
3893457,"(2019 WH2)",0.0116025908,0.0259441818,78254.9141717668,64171219.7547431,"Earth","False",26.8,"False"
3729275,"(2015 TX24)",0.1283970296,0.2871044863,119024.121940565,11187563.3576439,"Earth","False",21.58,"True"
3986741,"(2020 BY)",0.0334622374,0.0748238376,63945.7579251713,20591402.047464,"Earth","False",24.5,"False"
3441820,"(2008 YF)",0.1756123185,0.3926810818,55020.3279258748,66587445.5034686,"Earth","False",20.9,"True"
3623612,"(2013 AD32)",0.0253837029,0.0567596853,52176.734777876,3567130.19851155,"Earth","False",25.1,"False"
2369057,"369057 (2008 DK5)",0.1460679643,0.3266178974,95486.2973623069,40835588.8897573,"Earth","False",21.3,"True"
54017598,"(2020 MF2)",0.3051792326,0.6824015094,45820.2649553464,69109598.5867826,"Earth","False",19.7,"False"
2003361,"3361 Orpheus (1982 HR)",0.3520099801,0.7871182442,17669.1773357714,43510897.1308221,"Earth","False",19.39,"True"
3794976,"(2017 YH1)",0.1529519353,0.3420109247,52469.8828199557,916813.119378364,"Earth","False",21.2,"True"
2444004,"444004 (2004 AS1)",0.2111324448,0.4721064988,34090.9049641129,12774877.4963143,"Earth","False",20.5,"True"
2314212,"314212 (2005 NJ1)",0.5303407233,1.1858779086,94090.3304984532,47576612.8699876,"Earth","False",18.5,"True"
3766608,"(2017 BF3)",0.1838886721,0.411187571,105394.012276311,74330036.9322507,"Earth","False",20.8,"True"
3878584,"(2019 TT2)",0.0116025908,0.0259441818,32693.9194702491,2329192.40072115,"Earth","False",26.8,"False"
3774559,"(2017 JU1)",0.0278326768,0.0622357573,19378.3397684982,73967287.8881735,"Earth","False",24.9,"False"
3277570,"(2005 JU1)",0.1272198785,0.2844722965,61403.8019456135,7171830.66041128,"Earth","False",21.6,"True"
3405085,"(2008 EM7)",0.1529519353,0.3420109247,77799.3594662696,40568217.8675916,"Earth","False",21.2,"True"
3019083,"(1999 GL4)",0.3051792326,0.6824015094,91376.8930056802,60143744.7466995,"Earth","False",19.7,"True"
54142826,"(2021 HC3)",0.1278070988,0.285785361,108546.069161057,69182124.2475099,"Earth","False",21.59,"True"
2418849,"418849 (2008 WM64)",0.2140695897,0.4786741544,82930.0398188054,60288084.745242,"Earth","False",20.47,"True"
3174186,"(2004 BN41)",0.0160160338,0.0358129403,23599.5721340951,1479265.2818885,"Earth","False",26.1,"False"
2208023,"208023 (1999 AQ10)",0.2111324448,0.4721064988,78503.739902271,70699240.6927071,"Earth","False",20.5,"True"
3884102,"(2019 UD10)",0.0060891262,0.0136157002,41506.5688932488,167699.466586379,"Earth","False",28.2,"False"
2363084,"363084 (2000 RD53)",0.2783267681,0.6223575734,57884.8856079438,51336911.2134182,"Earth","False",19.9,"True"
3843919,"(2019 SU1)",0.0055533491,0.0124176661,60065.5812407132,64743354.3252335,"Earth","False",28.4,"False"
3775251,"(2017 MD)",0.0350392641,0.0783501764,80028.1836356472,51923277.7473514,"Earth","False",24.4,"False"
3275673,"(2005 GY8)",0.1108038821,0.2477650126,61416.6915640039,50006844.4500157,"Earth","False",21.9,"True"
2326683,"326683 (2002 WP)",0.5206609142,1.1642331974,39245.8383119236,37570359.2205745,"Earth","False",18.54,"False"
3764891,"(2016 WG10)",0.1724070324,0.3855138443,89649.8255479673,61637846.5020638,"Earth","False",20.94,"False"
2361538,"361538 (2007 JZ20)",0.5041444339,1.1273012246,78129.6530749934,73282705.9394481,"Earth","False",18.61,"False"
54097968,"(2020 XP)",0.1118291378,0.250057554,48991.8636529218,32494633.4172246,"Earth","False",21.88,"True"
2435441,"435441 (2008 DJ5)",0.2694976463,0.602615057,37746.1840353768,30840165.3781429,"Earth","False",19.97,"False"
54016279,"(2020 BR16)",0.0350392641,0.0783501764,25274.0915950312,74219669.1140065,"Earth","False",24.4,"False"
3632682,"(2013 FK)",0.0555334912,0.1241766613,85870.536733602,71051763.8547022,"Earth","False",23.4,"False"
2612337,"612337 (2002 EY2)",0.3439972547,0.7692012455,64480.8114714697,16166454.6691798,"Earth","False",19.44,"True"
2458418,"458418 (2011 AM12)",0.3346223745,0.7482383761,78550.8153760303,28784974.7606176,"Earth","False",19.5,"True"
2399325,"399325 (1999 GY5)",0.2670268771,0.5970902489,77253.8547174541,53407674.1165026,"Earth","False",19.99,"False"
2003122,"3122 Florence (1981 ET3)",4.1357566488,9.2478330051,69369.863037183,50689199.6344462,"Earth","False",14.04,"True"
2423100,"423100 (2004 BX1)",0.5815070396,1.30028927,78427.5530735905,55957358.5335808,"Earth","False",18.3,"False"
54101715,"(2020 YZ2)",0.0319561887,0.0714562102,35815.0954936409,11531214.0794063,"Earth","False",24.6,"False"
3739077,"(2015 YO10)",0.0127219879,0.0284472297,39740.3726074913,52030696.6475028,"Earth","False",26.6,"False"
3843363,"(2019 OM1)",0.1394938229,0.3119176705,104803.128069848,70500673.8149762,"Earth","False",21.4,"True"
2399433,"399433 (2001 YK4)",0.5064714588,1.1325046106,58453.9260603408,43419120.2437971,"Earth","False",18.6,"False"
2053319,"53319 (1999 JM8)",2.3689449936,5.2971220406,67363.6885794745,47186702.4027994,"Earth","False",15.25,"True"
3290808,"(2005 RC34)",0.3051792326,0.6824015094,63480.5579901402,56304133.5170994,"Earth","False",19.7,"True"
3719195,"(2015 JQ1)",0.2315021222,0.5176544822,48013.4742404206,51710911.5432177,"Earth","False",20.3,"False"
2447655,"447655 (2006 WA)",0.2658,0.5943468684,50960.0193553249,65736741.3284198,"Earth","False",20,"False"
54016779,"(2020 HF7)",0.0160160338,0.0358129403,111479.38194304,67493931.5378058,"Earth","False",26.1,"False"
3022970,"(1999 SG10)",0.2111324448,0.4721064988,89124.153572993,24735515.46295,"Earth","False",20.5,"True"
3157028,"(2003 MK4)",0.1756123185,0.3926810818,46214.422453107,14802506.8754613,"Earth","False",20.9,"True"
3595922,"(2012 BR1)",0.0133215567,0.0297879063,42523.0341673504,8902780.14677713,"Earth","False",26.5,"False"
3691095,"(2014 SM260)",0.1677084622,0.3750075218,104908.330618621,24687782.6871375,"Earth","False",21,"True"
3837523,"(2015 LP46)",0.2424124811,0.5420507863,38126.0523660149,57286823.4348327,"Earth","False",20.2,"False"
3363380,"(2006 XE2)",0.1058168859,0.2366137501,74316.169199848,47956828.542492,"Earth","False",22,"False"
54017557,"(2020 LK2)",0.096506147,0.2157943048,9604.8035747932,40470920.923882,"Earth","False",22.2,"False"
3712675,"(2015 DR215)",0.2101623793,0.4699373665,41897.9008112674,18298193.1704033,"Earth","False",20.51,"True"
54221206,"(2021 VY22)",0.0171614894,0.0383742569,43425.9321348863,2324337.39632753,"Earth","False",25.95,"False"
2453778,"453778 (2011 JK)",0.5135171787,1.1482593191,33656.5034254221,19426856.934776,"Earth","False",18.57,"True"
3145512,"(2003 AY2)",0.3669061375,0.8204270649,63288.4657181965,21644583.7232036,"Earth","False",19.3,"True"
3776300,"(2017 NK)",0.1529519353,0.3420109247,61537.7378923376,62508654.4467117,"Earth","False",21.2,"True"
3125003,"(2002 JE9)",0.1394938229,0.3119176705,50481.4833224874,55614625.9537858,"Earth","False",21.4,"True"
3547804,"(2010 RA147)",0.3669061375,0.8204270649,47043.2435759989,33674023.455668,"Earth","False",19.3,"True"
2450894,"450894 (2008 BT18)",0.6317641482,1.4126675811,46961.809522663,2255980.9833578,"Earth","False",18.12,"True"
3451790,"(2009 FF)",0.1160259082,0.2594418179,35051.5019505295,25752533.6039122,"Earth","False",21.8,"True"
54166600,"(2021 NW1)",0.1326034968,0.2965104328,44555.2032732073,24074304.3666665,"Earth","False",21.51,"True"
3436407,"(2008 VU3)",0.0555334912,0.1241766613,81016.4444276815,57016338.9817965,"Earth","False",23.4,"False"
2136795,"136795 Tatsunokingo (1997 BQ)",0.6173834405,1.3805113411,42034.0434737281,6156642.87930813,"Earth","False",18.17,"True"
2495187,"495187 (2012 VO76)",0.1684825693,0.3767384779,65110.4490619962,57516580.6307105,"Earth","False",20.99,"True"
3071767,"(2001 FC58)",0.2210828104,0.4943561926,26777.9172577973,17309562.5118153,"Earth","False",20.4,"True"
54099634,"(2020 XT3)",0.0802703167,0.1794898848,39291.3643433778,40625874.26299,"Earth","False",22.6,"False"
3781388,"(2017 RV1)",0.2538370294,0.5675968529,83852.2988828078,56996118.9447328,"Earth","False",20.1,"True"
3763621,"(2016 VS5)",0.2914439045,0.6516883822,43334.5932126205,47765944.6672892,"Earth","False",19.8,"True"
2412983,"412983 (1996 FO3)",0.2368944994,0.5297122041,19502.2068812249,72571607.6485869,"Earth","False",20.25,"True"
2038071,"38071 (1999 GU3)",0.3377185972,0.7551617405,34901.9852370717,12161896.2297262,"Earth","False",19.48,"True"
2398188,"398188 Agni (2010 LE15)",0.3503926411,0.7835017643,64793.5677084254,65885882.9249163,"Earth","False",19.4,"True"
2085585,"85585 Mjolnir (1998 FG2)",0.1272198785,0.2844722965,16081.7645787368,50073614.9909253,"Earth","False",21.6,"True"
3574783,"(2011 PS)",0.2210828104,0.4943561926,79630.1415139,55789158.258205,"Earth","False",20.4,"True"
3829463,"(2018 RJ7)",0.1394938229,0.3119176705,42030.4535213479,12932333.9069831,"Earth","False",21.4,"True"
2411165,"411165 (2010 DF1)",0.1067959975,0.2388031102,98314.0814087057,63995212.5499638,"Earth","False",21.98,"True"
3759714,"(2016 SE1)",0.0766575574,0.1714115092,73301.6426868598,66326153.1813133,"Earth","False",22.7,"False"
